"term","estimate","std.error","conf.low","conf.high","model","support"
"SBT mean",0.135661351469011,0.0932488301537868,-0.0471029972329039,0.318425700170925,"-Top 6 (Same diversty)","Not supported"
"SBT SD",0.0375156761285303,0.0522322809403912,-0.0648577133450143,0.139889065602075,"-Top 6 (Same diversty)","Not supported"
"SST SD",0.0029445873131446,0.044417923311336,-0.084112942645136,0.0900021172714252,"-Top 6 (Same diversty)","Not supported"
"log chla mean",0.0430059877165772,0.0387745612095648,-0.0329907557705137,0.119002731203668,"-Top 6 (Same diversty)","Not supported"
"Depth",0.227248456441516,0.0559388091566357,0.11761040515645,0.336886507726581,"-Top 6 (Same diversty)","Supported"
"log fish. eff.",0.10005460468062,0.0369079469956059,0.0277163578259189,0.172392851535321,"-Top 6 (Same diversty)","Supported"
"Fric",-0.0601829360557354,0.0356547639462086,-0.130064989267581,0.00969911715611065,"-Top 7","Not supported"
"Feve",0.0162738222580896,0.0318347889900855,-0.0461212176179103,0.0786688621340894,"-Top 7","Not supported"
"Tric",0.566602318020227,0.0351148948531635,0.497778388787116,0.635426247253339,"-Top 7","Supported"
"Teve",-0.404545535590939,0.0300459631284021,-0.463434541203426,-0.345656529978453,"-Top 7","Supported"
"SBT mean",0.221128154015322,0.0952745336315427,0.0343934994536484,0.407862808576996,"-Top 7","Supported"
"SBT SD",0.0615751129293903,0.0470225005072532,-0.0305872945278423,0.153737520386623,"-Top 7","Not supported"
"SST SD",0.0335984966856971,0.0420520127684177,-0.04882193381782,0.116018927189214,"-Top 7","Not supported"
"log chla mean",0.0581428398116274,0.0368390495446855,-0.0140603705206429,0.130346050143898,"-Top 7","Not supported"
"Depth",0.237824511832546,0.049212013461428,0.141370737841446,0.334278285823645,"-Top 7","Supported"
"log fish. eff.",0.0655394254661342,0.0321449375933775,0.00253650549782664,0.128542345434442,"-Top 7","Supported"
"Fric",0.389916157101923,0.0380623882394071,0.315315246987104,0.464517067216742,"-Top 7 (Same diversty)","Supported"
"Feve",-0.151250266563998,0.0336794294551961,-0.217260735316039,-0.0852397978119558,"-Top 7 (Same diversty)","Supported"
"Tric",0.511151324227066,0.0353953949157149,0.441777624973693,0.580525023480439,"-Top 7 (Same diversty)","Supported"
"Teve",0.0656203571718305,0.037091442714015,-0.00707753468226938,0.13831824902593,"-Top 7 (Same diversty)","Not supported"
"SBT mean",0.0880058599023928,0.090799337540513,-0.0899575714971083,0.265969291301894,"-Top 7 (Same diversty)","Not supported"
"SBT SD",0.0455819760900963,0.0514066593295811,-0.0551732247614025,0.146337176941595,"-Top 7 (Same diversty)","Not supported"
"SST SD",0.000221017102370734,0.0438495603056817,-0.0857225418346826,0.086164576039424,"-Top 7 (Same diversty)","Not supported"
"log chla mean",0.0546626155588182,0.0383284751818717,-0.0204598153799876,0.129785046497624,"-Top 7 (Same diversty)","Not supported"
"Depth",0.251159808873303,0.0542835373267555,0.144766030759427,0.357553586987179,"-Top 7 (Same diversty)","Supported"
"log fish. eff.",0.0948710510785889,0.0359870633752924,0.0243377029536554,0.165404399203522,"-Top 7 (Same diversty)","Supported"
"Fric",0.0054158037180384,0.0355659807324732,-0.0642922375924545,0.0751238450285313,"-Top 8","Not supported"
"Feve",0.0133890405669608,0.0322882465249927,-0.0498947597459754,0.0766728408798969,"-Top 8","Not supported"
"Tric",0.552422034080516,0.0337562984563744,0.486260904854637,0.618583163306395,"-Top 8","Supported"
"Teve",-0.412221408417979,0.0309297490955066,-0.472842602696032,-0.351600214139926,"-Top 8","Supported"
"SBT mean",0.391451626930247,0.0917452452150346,0.211634250555983,0.57126900330451,"-Top 8","Supported"
"SBT SD",0.0371404519878931,0.046645474589919,-0.0542829982501264,0.128563902225913,"-Top 8","Not supported"
"SST SD",0.044166581405656,0.0414475062260573,-0.037069038046416,0.125402200857728,"-Top 8","Not supported"
"log chla mean",0.056236576885526,0.0361951417455113,-0.0147045973509984,0.12717775112205,"-Top 8","Not supported"
"Depth",0.202624642028109,0.0489536990412572,0.106677154997232,0.298572129058986,"-Top 8","Supported"
"log fish. eff.",0.0647025293130857,0.0322343802928999,0.00152430487503419,0.127880753751137,"-Top 8","Supported"
"Fric",0.372742192684276,0.0372891990874029,0.299656705460622,0.445827679907929,"-Top 8 (Same diversty)","Supported"
"Feve",-0.139483404693977,0.0330006586566253,-0.204163507127062,-0.074803302260891,"-Top 8 (Same diversty)","Supported"
"Tric",0.547417203877885,0.0345376099534686,0.479724732256995,0.615109675498776,"-Top 8 (Same diversty)","Supported"
"Teve",0.140734115048549,0.0364047954662449,0.069382027070162,0.212086203026936,"-Top 8 (Same diversty)","Supported"
"SBT mean",0.341874613372627,0.0882237845685864,0.168959173038378,0.514790053706877,"-Top 8 (Same diversty)","Supported"
"SBT SD",0.00208170236527174,0.0505862278326736,-0.0970654823005061,0.10122888703105,"-Top 8 (Same diversty)","Not supported"
"SST SD",0.0502495894965263,0.0431362184600613,-0.0342958451144457,0.134795024107498,"-Top 8 (Same diversty)","Not supported"
"log chla mean",0.0664553498711785,0.0376002423125946,-0.00723977087148592,0.140150470613843,"-Top 8 (Same diversty)","Not supported"
"Depth",0.225680187079774,0.0528875287417143,0.122022535514687,0.329337838644861,"-Top 8 (Same diversty)","Supported"
"log fish. eff.",0.105062299872707,0.0351763835096912,0.0361178550873438,0.174006744658071,"-Top 8 (Same diversty)","Supported"
"Fric",-0.32145773937314,0.029084221667029,-0.378461766358896,-0.264453712387384,"-Top 9","Supported"
"Feve",-0.0873145390239967,0.0314091608634601,-0.148875363101003,-0.02575371494699,"-Top 9","Supported"
"Tric",0.542324281537326,0.0338734265500427,0.47593358546628,0.608714977608373,"-Top 9","Supported"
"Teve",-0.287531224785402,0.0309723820536176,-0.348235978125907,-0.226826471444897,"-Top 9","Supported"
"SBT mean",0.337663859619737,0.0884215490802881,0.164360807965132,0.510966911274343,"-Top 9","Supported"
"SBT SD",0.0320523734206746,0.0458916485673979,-0.0578936049625944,0.121998351803944,"-Top 9","Not supported"
"SST SD",0.055948815443086,0.0408131382604381,-0.0240434656434263,0.135941096529598,"-Top 9","Not supported"
"log chla mean",0.0664537265275339,0.0356353650203493,-0.00339030548828922,0.136297758543357,"-Top 9","Not supported"
"Depth",0.180214321416177,0.0466087322379456,0.0888628848647331,0.271565757967622,"-Top 9","Supported"
"log fish. eff.",0.0425909802520349,0.0314785297951501,-0.0191058044327303,0.1042877649368,"-Top 9","Not supported"
"Fric",0.370027386694112,0.0382244724860224,0.295108797293466,0.444945976094758,"-Top 9 (Same diversty)","Supported"
"Feve",-0.138900215506794,0.0339023986787156,-0.205347695906595,-0.0724527351069935,"-Top 9 (Same diversty)","Supported"
"Tric",0.558413248642701,0.0354728674612289,0.488887705990329,0.627938791295072,"-Top 9 (Same diversty)","Supported"
"Teve",0.138751089320722,0.0373248282240068,0.0655957702725247,0.21190640836892,"-Top 9 (Same diversty)","Supported"
"SBT mean",0.251355681766619,0.094590014495151,0.0659626600590012,0.436748703474236,"-Top 9 (Same diversty)","Supported"
"SBT SD",0.0125319167833821,0.0521377651377292,-0.089656225120975,0.114720058687739,"-Top 9 (Same diversty)","Not supported"
"SST SD",0.0615936801173253,0.0445714731831268,-0.0257648020594961,0.148952162294147,"-Top 9 (Same diversty)","Not supported"
"log chla mean",0.0738996023850387,0.0385831908930992,-0.00172206217406946,0.149521266944147,"-Top 9 (Same diversty)","Not supported"
"Depth",0.250107226015671,0.0547435836108316,0.142811773753784,0.357402678277558,"-Top 9 (Same diversty)","Supported"
"log fish. eff.",0.100611159805512,0.0361360364313909,0.0297858298559585,0.171436489755066,"-Top 9 (Same diversty)","Supported"
